Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
DMART,EQ,1159.3,1200.0,1263.8,1175.0,1179.0,1181.9,1218.57,3086852,376155219710000.0,89849,856595,0.2775
DMART,EQ,1181.9,1180.7,1212.6,1150.0,1183.35,1184.6,1181.12,992399,117214410520000.0,28966,193866,0.1954
DMART,EQ,1184.6,1180.0,1210.0,1172.05,1179.5,1179.65,1191.97,750588,89467946310000.0,32636,237782,0.3168
DMART,EQ,1179.65,1185.0,1205.9,1167.0,1176.5,1174.3,1185.09,477292,56563211129999.99,16082,124065,0.25989999999999996
DMART,EQ,1174.3,1162.8,1165.0,1108.0,1134.0,1135.1,1142.34,595510,68027523370000.01,29880,233185,0.39159999999999995
DMART,EQ,1135.1,1122.05,1134.5,1081.35,1119.0,1117.3,1112.34,544060,60518023915000.0,22693,155103,0.2851
DMART,EQ,1117.3,1075.0,1119.0,1060.1,1105.15,1105.7,1093.77,706200,77241739690000.0,27365,214134,0.3032
DMART,EQ,1105.7,1127.8,1134.7,1120.0,1120.4,1122.65,1124.78,267181,30052020930000.0,11514,95255,0.3565
DMART,EQ,1122.65,1129.0,1174.0,1125.05,1174.0,1165.55,1156.48,493415,57062572560000.0,16268,214809,0.4354
DMART,EQ,1165.55,1149.95,1195.0,1130.0,1180.0,1177.8,1171.94,469818,55059639175000.0,14680,111502,0.2373
DMART,EQ,1177.8,1189.0,1199.5,1180.05,1185.4,1187.2,1189.55,241765,28759198760000.004,11455,79564,0.32909999999999995
DMART,EQ,1187.2,1196.6,1208.25,1182.1,1193.0,1201.4,1195.51,426463,50984157275000.0,15714,143271,0.336
DMART,EQ,1201.4,1206.95,1207.0,1180.45,1184.05,1183.95,1191.89,269802,32157513064999.996,15005,104184,0.3861
DMART,EQ,1183.95,1188.8,1191.3,1170.1,1174.0,1173.5,1176.68,199767,23506170280000.0,7688,51023,0.2554
DMART,EQ,1173.5,1179.0,1179.0,1162.0,1170.0,1168.9,1167.72,224464,26211110900000.0,8895,70669,0.3148
DMART,EQ,1168.9,1174.8,1189.7,1165.2,1185.0,1186.8,1179.92,293782,34663951289999.996,10535,93204,0.3173
DMART,EQ,1186.8,1191.8,1251.0,1182.3,1248.0,1237.8,1219.19,1209483,147459107520000.0,40830,391316,0.3235
DMART,EQ,1237.8,1244.7,1257.0,1225.2,1240.0,1240.65,1240.54,559675,69429915470000.01,22371,176388,0.3152
DMART,EQ,1240.65,1250.0,1306.0,1250.0,1301.4,1300.25,1286.84,1724635,221932217660000.0,59530,481782,0.27940000000000004
DMART,EQ,1300.25,1312.0,1327.35,1286.1,1291.2,1291.2,1308.26,856069,111995732905000.0,38637,313931,0.3667
DMART,EQ,1291.2,1291.2,1369.0,1286.0,1367.0,1354.7,1336.35,1794604,239822597980000.03,47439,401006,0.22350000000000003
DMART,EQ,1354.7,1354.0,1387.0,1330.5,1352.0,1348.15,1363.47,1695261,231144192550000.0,64466,405144,0.239
DMART,EQ,1348.15,1353.1,1365.5,1305.05,1312.0,1314.25,1330.26,801383,106604830555000.0,38217,256989,0.3207
DMART,EQ,1314.25,1309.5,1338.0,1290.1,1312.1,1314.3,1311.19,698817,91627918965000.0,24840,196519,0.2812
DMART,EQ,1314.3,1320.0,1365.1,1312.2,1326.0,1327.15,1344.91,1162430,156336697670000.0,40759,226353,0.19469999999999998
DMART,EQ,1327.15,1325.0,1332.85,1287.25,1302.5,1298.8,1313.04,620343,81453416035000.0,22933,183280,0.2954
DMART,EQ,1298.8,1313.15,1325.0,1270.6,1294.9,1293.15,1295.22,609548,78949827300000.0,30834,182086,0.2987
DMART,EQ,1293.15,1300.0,1328.4,1281.0,1300.0,1306.55,1309.33,805817,105508197120000.0,25285,212964,0.2643
DMART,EQ,1306.55,1316.1,1336.7,1308.1,1314.0,1315.65,1321.97,524560,69345520204999.99,20718,143891,0.2743
DMART,EQ,1315.65,1312.5,1344.8,1312.0,1339.1,1337.9,1329.51,529862,70445819085000.0,19352,169016,0.319
DMART,EQ,1337.9,1336.0,1363.9,1327.0,1342.0,1345.2,1349.05,743796,100341859095000.0,27364,180677,0.2429
DMART,EQ,1345.2,1341.0,1367.0,1335.0,1360.05,1359.8,1356.21,630902,85563823880000.0,20355,137830,0.21850000000000003
DMART,EQ,1359.8,1359.8,1377.85,1347.85,1366.85,1365.8,1362.98,1177277,160460113065000.0,27916,657647,0.5586
DMART,EQ,1365.8,1368.0,1385.0,1328.0,1341.0,1342.55,1353.51,862762,116775442875000.0,29172,338120,0.39189999999999997
DMART,EQ,1342.55,1330.0,1350.0,1262.0,1345.05,1346.5,1329.92,754220,100305570885000.0,26367,219979,0.2917
DMART,EQ,1346.5,1350.0,1354.85,1331.55,1339.0,1339.6,1343.17,485353,65191152625000.0,20142,156498,0.3224
DMART,EQ,1339.6,1340.0,1345.7,1311.05,1320.1,1320.45,1327.08,501773,66589157554999.99,17400,240523,0.4793
DMART,EQ,1320.45,1297.7,1299.75,1275.75,1278.0,1281.1,1287.2,521909,67179924979999.99,28095,256663,0.4918
DMART,EQ,1281.1,1288.0,1352.0,1282.5,1335.0,1341.45,1320.31,841975,111166842420000.0,28058,338416,0.4019
DMART,EQ,1341.45,1351.95,1366.0,1345.05,1353.0,1355.2,1356.54,502854,68214284275000.0,25425,215084,0.4277
DMART,EQ,1355.2,1345.0,1350.0,1310.0,1312.0,1324.8,1330.83,597115,79466031985000.0,23568,358870,0.601
DMART,EQ,1324.8,1328.8,1393.0,1326.35,1345.0,1357.3,1361.65,1129225,153761156435000.0,36911,445517,0.3945
DMART,EQ,1357.3,1336.7,1371.4,1332.65,1364.5,1364.3,1357.5,543718,73809757645000.0,23488,156074,0.287
DMART,EQ,1364.3,1369.3,1385.2,1350.0,1362.15,1359.15,1368.94,682255,93396761425000.0,28497,209295,0.3068
DMART,EQ,1359.15,1377.8,1410.0,1371.3,1401.0,1401.3,1396.52,1261502,176171068365000.0,43308,337620,0.2676
DMART,EQ,1401.3,1400.0,1424.0,1385.0,1417.05,1419.85,1410.33,966666,136331575484999.98,32987,226933,0.2348
DMART,EQ,1419.85,1412.0,1444.4,1412.0,1440.0,1440.5,1431.48,698935,100051210905000.0,29457,194421,0.2782
DMART,EQ,1440.5,1445.5,1494.8,1445.5,1487.7,1488.85,1476.5,1451168,214264506575000.0,48842,323208,0.2227
DMART,EQ,1488.85,1500.0,1514.0,1465.0,1470.0,1473.0,1486.76,1015133,150925520375000.0,37727,308193,0.3036
DMART,EQ,1473.0,1470.1,1487.3,1460.1,1469.0,1471.25,1473.62,543880,80147289655000.0,24162,134426,0.2472
DMART,EQ,1471.25,1471.15,1489.8,1465.0,1469.8,1469.1,1477.02,428624,63308627865000.0,22419,129901,0.3031
DMART,EQ,1469.1,1461.05,1485.0,1460.0,1484.9,1481.4,1477.06,410782,60674976715000.0,20039,135021,0.3287
DMART,EQ,1481.4,1490.05,1518.3,1482.0,1494.25,1506.8,1499.28,960273,143971463985000.0,37811,375775,0.39130000000000004
DMART,EQ,1506.8,1498.0,1508.0,1485.25,1494.0,1492.65,1498.24,434205,65054207240000.0,18686,147512,0.3397
DMART,EQ,1492.65,1498.45,1500.0,1483.25,1487.0,1488.65,1490.35,272360,40591215040000.0,12676,113614,0.4171
DMART,EQ,1488.65,1482.5,1491.0,1468.0,1475.45,1475.4,1476.99,259880,38384120585000.0,13649,110311,0.42450000000000004
DMART,EQ,1475.4,1475.0,1496.4,1475.0,1489.5,1489.5,1487.97,374689,55752455100000.0,25846,186671,0.49820000000000003
DMART,EQ,1489.5,1494.4,1496.5,1473.1,1474.0,1475.75,1480.07,354315,52441193935000.0,28574,208098,0.5872999999999999
DMART,EQ,1475.75,1472.85,1499.9,1466.1,1478.0,1480.25,1486.67,590984,87859659330000.0,21580,310965,0.5262
DMART,EQ,1480.25,1483.0,1491.3,1468.0,1473.9,1474.35,1475.99,780443,115192881134999.98,22647,605475,0.7758
DMART,EQ,1474.35,1487.8,1495.75,1478.3,1483.7,1483.0,1486.58,535094,79546112025000.0,15773,358298,0.6696
DMART,EQ,1483.0,1493.0,1534.6,1485.9,1489.7,1490.65,1506.37,1364434,205534238385000.0,59412,756316,0.5543
DMART,EQ,1490.65,1500.1,1509.7,1489.0,1498.0,1495.85,1498.36,428795,64249051270000.01,21398,221845,0.5174000000000001
DMART,EQ,1495.85,1495.0,1504.0,1475.1,1490.0,1492.3,1491.78,451392,67337948225000.0,27772,237796,0.5268
DMART,EQ,1492.3,1492.0,1499.65,1480.35,1487.95,1486.8,1490.78,429322,64002433029999.99,61766,244738,0.5700999999999999
DMART,EQ,1486.8,1460.0,1484.85,1436.05,1464.25,1465.0,1459.57,1502803,219344683475000.0,52124,367016,0.24420000000000003
DMART,EQ,1465.0,1478.0,1479.7,1455.0,1466.0,1467.15,1468.74,325900,47866300120000.0,15359,112183,0.3442
DMART,EQ,1467.15,1466.0,1466.0,1444.0,1446.5,1447.75,1452.06,452921,65766670879999.99,18053,265169,0.5855
DMART,EQ,1447.75,1445.0,1479.0,1401.7,1452.0,1456.45,1440.65,1369236,197258675315000.0,52715,513537,0.3751
DMART,EQ,1456.45,1458.0,1495.95,1446.5,1456.0,1453.9,1469.29,658025,96682703425000.0,29369,221722,0.337
DMART,EQ,1453.9,1461.2,1473.0,1416.0,1423.85,1425.2,1443.85,502361,72533524085000.0,25729,288255,0.5738000000000001
DMART,EQ,1425.2,1434.9,1518.8,1434.0,1489.0,1485.45,1492.28,2769439,413277182985000.0,87385,1508546,0.5447
DMART,EQ,1485.45,1481.0,1500.0,1477.0,1494.95,1494.95,1494.09,1382741,206593278395000.0,86751,971026,0.7022
DMART,EQ,1494.95,1502.5,1513.0,1487.0,1495.0,1495.0,1496.58,1065330,159435141125000.0,47318,675716,0.6343
DMART,EQ,1495.0,1495.0,1503.0,1375.95,1419.5,1417.2,1434.4,3111215,446271542230000.0,110471,1111282,0.3572
DMART,EQ,1417.2,1414.0,1414.0,1333.1,1356.0,1345.45,1358.48,1891905,257012079775000.0,86898,898438,0.47490000000000004
DMART,EQ,1345.45,1345.35,1398.0,1345.35,1384.0,1380.55,1376.62,1443420,198704102610000.0,64885,661961,0.4586
DMART,EQ,1380.55,1390.0,1399.95,1347.2,1355.0,1358.75,1364.86,1200347,163830332035000.0,51814,616180,0.5133
DMART,EQ,1358.75,1357.0,1450.0,1344.95,1423.0,1409.9,1405.32,3580799,503216369635000.06,113922,1050048,0.2932
DMART,EQ,1409.9,1427.9,1506.0,1420.0,1502.0,1497.55,1476.93,3256787,481005242180000.0,121769,1112497,0.34159999999999996
DMART,EQ,1497.55,1507.0,1530.0,1500.0,1530.0,1528.9,1523.47,1945468,296386833590000.0,79372,1011009,0.5197
DMART,EQ,1528.9,1534.9,1553.95,1490.0,1544.0,1544.05,1525.18,1145537,174714619885000.0,61230,389936,0.3404
DMART,EQ,1544.05,1544.0,1571.7,1544.0,1565.5,1565.95,1557.7,1763571,274710620250000.0,78879,823626,0.467
DMART,EQ,1565.95,1574.7,1611.0,1506.5,1530.0,1572.15,1570.58,14993077,2354788254365000.0,193038,11800144,0.787
DMART,EQ,1572.15,1538.7,1563.0,1522.5,1530.9,1531.1,1541.71,1002870,154613127950000.0,47447,420210,0.419
DMART,EQ,1531.1,1534.05,1544.4,1482.4,1483.5,1486.4,1505.32,1084158,163200270945000.0,70852,544910,0.5025999999999999
DMART,EQ,1486.4,1483.4,1499.0,1426.15,1452.05,1453.75,1468.43,1286074,188851265995000.0,75393,613215,0.4768
DMART,EQ,1453.75,1461.8,1530.0,1434.6,1528.5,1519.55,1496.22,1161863,173840421120000.0,52410,409112,0.3521
DMART,EQ,1519.55,1530.0,1562.0,1529.05,1557.65,1555.55,1550.1,557719,86452282910000.0,27408,161849,0.2902
DMART,EQ,1555.55,1547.0,1599.0,1535.0,1595.1,1593.55,1577.25,1045556,164910310615000.0,39038,268791,0.2571
DMART,EQ,1593.55,1601.0,1618.8,1584.0,1591.0,1594.4,1602.28,846296,135599963855000.0,36268,297911,0.35200000000000004
DMART,EQ,1594.4,1600.0,1610.0,1591.0,1606.2,1607.95,1605.13,555328,89137466895000.0,30980,222561,0.4008
DMART,EQ,1607.95,1610.0,1623.0,1588.3,1598.5,1595.85,1602.3,377920,60554161404999.99,22507,127950,0.3386
DMART,EQ,1595.85,1592.0,1595.0,1559.0,1564.7,1568.5,1574.06,600354,94499387965000.0,33977,272743,0.4543
DMART,EQ,1568.5,1551.8,1554.7,1527.1,1531.0,1535.35,1539.07,758011,116663470334999.98,35877,286337,0.37770000000000004
DMART,EQ,1535.35,1515.0,1546.5,1502.0,1521.1,1523.65,1527.04,577068,88120731410000.0,25658,141133,0.2446
DMART,EQ,1523.65,1517.0,1524.8,1480.35,1483.0,1485.05,1498.71,627824,94092761900000.0,42706,241215,0.38420000000000004
DMART,EQ,1485.05,1488.15,1501.2,1474.0,1475.0,1483.75,1491.1,367314,54770265740000.0,21411,148768,0.405
DMART,EQ,1483.75,1487.0,1514.9,1476.0,1490.25,1490.35,1496.35,660901,98894231980000.0,28461,182476,0.2761
DMART,EQ,1490.35,1496.0,1504.7,1486.05,1492.0,1494.25,1495.14,355963,53221302860000.0,18918,128444,0.3608
DMART,EQ,1494.25,1490.8,1503.0,1475.5,1478.45,1480.5,1488.96,335682,49981552520000.0,23819,134570,0.40090000000000003
DMART,EQ,1480.5,1480.0,1489.0,1462.1,1467.0,1468.25,1478.25,292299,43209136425000.0,20697,123867,0.4238
DMART,EQ,1468.25,1469.7,1486.0,1428.1,1451.0,1452.5,1459.27,448860,65500604075000.0,32940,182642,0.4069
DMART,EQ,1452.5,1455.8,1458.1,1420.0,1429.1,1435.45,1435.07,431454,61916693365000.0,26403,205014,0.47520000000000007
DMART,EQ,1435.45,1438.6,1495.4,1438.6,1487.0,1485.4,1473.29,612439,90230217130000.0,27796,303030,0.49479999999999996
DMART,EQ,1485.4,1495.95,1549.0,1495.95,1528.15,1525.9,1524.01,916601,139691278970000.0,57878,365460,0.3987
DMART,EQ,1525.9,1531.65,1539.95,1505.5,1518.0,1521.95,1525.13,353842,53965647340000.0,16524,98580,0.2786
DMART,EQ,1521.95,1523.7,1557.95,1523.0,1543.0,1538.3,1543.86,749317,115683683940000.02,38469,385594,0.5146000000000001
DMART,EQ,1538.3,1549.0,1561.0,1536.55,1545.05,1546.45,1548.12,547315,84731101330000.0,36332,282417,0.516
DMART,EQ,1546.45,1547.0,1580.0,1544.4,1571.5,1568.25,1569.48,782281,122777194934999.98,32098,386469,0.494
DMART,EQ,1568.25,1578.1,1588.0,1550.0,1568.0,1563.85,1563.06,428715,67010846990000.0,24973,171435,0.39990000000000003
DMART,EQ,1563.85,1578.4,1603.0,1572.2,1596.1,1598.1,1593.87,579803,92412973110000.0,29378,278722,0.4807
DMART,EQ,1598.1,1596.7,1603.7,1587.65,1599.0,1595.95,1594.68,440488,70243779404999.99,33054,215664,0.48960000000000004
DMART,EQ,1595.95,1601.0,1606.0,1580.1,1584.95,1587.75,1590.84,229303,36478510055000.0,9359,62327,0.2718
DMART,EQ,1587.75,1591.0,1591.4,1551.9,1576.05,1576.0,1567.76,335696,52628987420000.0,29874,122336,0.3644
DMART,EQ,1576.0,1575.9,1576.0,1542.0,1547.0,1548.05,1556.94,202405,31513258885000.004,9892,80408,0.3973
DMART,EQ,1548.05,1547.0,1574.95,1542.1,1560.0,1561.65,1560.68,285037,44485098935000.0,16465,150691,0.5287
DMART,EQ,1561.65,1565.1,1574.9,1531.0,1551.05,1551.8,1552.41,307206,47690871325000.0,18156,142006,0.4623
DMART,EQ,1551.8,1552.0,1559.4,1512.7,1523.0,1522.0,1532.42,302530,46360233465000.0,21358,159928,0.5286
DMART,EQ,1522.0,1526.5,1538.0,1506.0,1516.0,1521.5,1522.68,284746,43357565685000.0,17788,135397,0.4755
DMART,EQ,1521.5,1523.8,1558.0,1523.0,1528.0,1531.6,1538.71,468235,72047770200000.0,23459,188117,0.4018
DMART,EQ,1531.6,1540.0,1584.95,1535.0,1564.9,1571.65,1568.88,730751,114646010650000.0,39801,370117,0.5065
DMART,EQ,1571.65,1577.0,1589.7,1557.05,1562.0,1563.05,1571.36,295399,46417731185000.0,16455,133336,0.4514
DMART,EQ,1563.05,1566.0,1569.65,1540.0,1560.0,1556.6,1553.15,276066,42877054270000.0,13135,137286,0.49729999999999996
DMART,EQ,1556.6,1564.0,1572.0,1552.0,1565.85,1566.7,1564.31,204509,31991614300000.0,8543,64842,0.3171
DMART,EQ,1566.7,1573.3,1599.8,1562.05,1598.0,1594.85,1583.69,624318,98872354695000.0,19268,235390,0.37700000000000006
DMART,EQ,1594.85,1625.0,1664.55,1625.0,1653.6,1654.9,1648.52,1614643,266176499340000.0,73216,536596,0.3323
DMART,EQ,1654.9,1655.0,1675.0,1641.5,1674.65,1669.7,1661.03,709222,117803917434999.98,31220,292927,0.413
DMART,EQ,1669.7,1676.0,1680.0,1635.0,1655.0,1656.35,1658.94,368789,61179805429999.99,17370,104029,0.2821
DMART,EQ,1656.35,1664.0,1666.7,1643.35,1646.0,1650.75,1654.07,244485,40439413705000.0,11629,115068,0.4707
DMART,EQ,1650.75,1657.8,1657.8,1626.3,1632.0,1635.55,1636.66,266378,43597048280000.0,21461,115151,0.43229999999999996
DMART,EQ,1635.55,1636.0,1642.0,1620.05,1622.5,1624.85,1629.22,202687,33022172050000.0,16705,90873,0.4483
DMART,EQ,1624.85,1626.0,1643.3,1615.0,1618.7,1627.85,1628.57,322416,52507625415000.0,21923,182385,0.5657
DMART,EQ,1627.85,1633.8,1639.8,1609.0,1611.1,1613.2,1619.59,537932,87123035320000.0,29738,389584,0.7242000000000001
DMART,EQ,1613.2,1613.0,1628.0,1586.65,1590.9,1589.4,1608.13,430515,69232201475000.0,37251,194417,0.4516
DMART,EQ,1589.4,1587.9,1587.9,1556.0,1563.95,1566.05,1570.82,286536,45009623020000.0,26950,163109,0.5692
DMART,EQ,1566.05,1570.8,1597.2,1560.0,1575.0,1571.6,1581.11,393448,62208349735000.0,26680,153253,0.3895
DMART,EQ,1571.6,1570.0,1584.4,1561.0,1567.95,1563.55,1570.57,312923,49146819845000.0,26919,168227,0.5376
DMART,EQ,1563.55,1568.0,1634.4,1564.7,1631.0,1616.7,1602.73,924064,148102894350000.0,35475,308046,0.33340000000000003
DMART,EQ,1616.7,1640.0,1640.0,1598.0,1605.0,1614.15,1621.99,352913,57241986815000.0,30592,154440,0.4376
DMART,EQ,1614.15,1599.0,1599.9,1581.25,1589.9,1587.5,1591.5,281703,44833071490000.0,19926,108731,0.386
DMART,EQ,1587.5,1591.4,1599.95,1551.0,1554.0,1554.85,1566.76,502323,78702004595000.0,38232,285459,0.5683
DMART,EQ,1554.85,1560.0,1583.9,1551.6,1560.0,1559.7,1568.96,419647,65841144070000.01,26893,138730,0.3306
DMART,EQ,1559.7,1569.0,1608.0,1561.0,1581.9,1588.1,1589.99,829800,131937483309999.98,33198,288042,0.3471
DMART,EQ,1588.1,1589.0,1598.0,1578.0,1592.0,1592.45,1590.92,319442,50820803090000.0,22265,126516,0.3961
DMART,EQ,1592.45,1592.0,1623.0,1575.1,1596.0,1603.1,1599.99,1145849,183334531630000.0,28342,370449,0.3233
DMART,EQ,1603.1,1602.0,1602.0,1582.5,1591.8,1591.8,1591.82,268281,42705399665000.0,12293,113166,0.4218
DMART,EQ,1591.8,1591.9,1614.9,1585.25,1604.85,1604.5,1601.77,428424,68623478704999.99,20025,162824,0.3801
DMART,EQ,1604.5,1613.4,1620.0,1590.0,1593.0,1604.65,1607.72,507075,81523295420000.0,25624,260950,0.5146000000000001
DMART,EQ,1604.65,1595.0,1599.7,1565.0,1573.4,1573.4,1580.88,298697,47220317405000.0,20642,155243,0.5197
DMART,EQ,1573.4,1569.0,1586.95,1549.0,1564.5,1564.3,1564.71,322821,50512132975000.0,33324,145152,0.4496
DMART,EQ,1564.3,1564.0,1579.45,1542.95,1570.0,1560.5,1558.61,395596,61658113210000.0,26036,176677,0.4466
DMART,EQ,1560.5,1570.0,1590.0,1555.0,1558.0,1561.2,1570.55,429987,67531616490000.0,24971,159303,0.3705
DMART,EQ,1561.2,1558.0,1573.75,1434.0,1519.0,1526.4,1538.86,397261,61132834750000.0,21560,187293,0.4715
DMART,EQ,1526.4,1525.0,1548.9,1501.0,1509.25,1506.8,1516.9,490228,74362601375000.0,19329,135878,0.2772
DMART,EQ,1506.8,1509.0,1539.0,1490.95,1523.0,1522.6,1516.0,334489,50708550545000.0,20469,115933,0.34659999999999996
DMART,EQ,1522.6,1533.0,1548.95,1516.6,1537.0,1535.15,1530.73,338650,51838011115000.0,17715,168152,0.4965
DMART,EQ,1535.15,1534.0,1541.5,1512.0,1523.5,1524.8,1526.08,225106,34353010035000.004,13265,95652,0.42490000000000006
DMART,EQ,1524.8,1525.0,1549.9,1520.5,1533.9,1534.7,1534.7,325924,50019421515000.0,15860,167306,0.5133
DMART,EQ,1534.7,1540.0,1544.45,1502.0,1515.0,1515.15,1520.24,311397,47339964365000.0,12922,142302,0.457
DMART,EQ,1515.15,1526.9,1530.15,1429.0,1512.0,1501.85,1492.12,706967,105487632310000.0,32494,372263,0.5266
DMART,EQ,1501.85,1505.0,1509.95,1445.6,1448.6,1450.75,1462.5,384113,56176573195000.01,19417,186156,0.48460000000000003
DMART,EQ,1450.75,1450.75,1458.5,1415.0,1433.0,1427.15,1432.91,451227,64656825785000.0,20399,189556,0.4201
DMART,EQ,1427.15,1460.0,1460.0,1415.0,1415.1,1420.8,1433.51,298196,42746813980000.0,19439,120612,0.4045
DMART,EQ,1420.8,1422.0,1439.8,1381.0,1411.05,1404.75,1409.99,325965,45960738760000.0,21523,134539,0.41270000000000007
DMART,EQ,1404.75,1407.0,1424.85,1340.25,1396.0,1395.95,1379.95,501111,69150708285000.0,26233,195737,0.39060000000000006
DMART,EQ,1395.95,1390.0,1390.0,1320.0,1342.75,1348.75,1349.85,613637,82831596390000.0,35574,234531,0.3822
DMART,EQ,1348.75,1340.0,1360.9,1288.0,1289.0,1301.4,1328.4,535074,71078969040000.0,34219,249980,0.4672
DMART,EQ,1301.4,1275.0,1370.0,1240.2,1350.0,1346.35,1298.9,1569172,203819469505000.0,86362,593753,0.37840000000000007
DMART,EQ,1346.35,1348.9,1392.7,1311.25,1318.9,1331.2,1354.41,564118,76404531485000.0,31156,146109,0.259
DMART,EQ,1331.2,1332.0,1346.7,1280.2,1300.55,1304.9,1316.61,557430,73391662585000.0,42825,213284,0.3826
DMART,EQ,1304.9,1305.0,1385.0,1283.1,1376.0,1372.5,1340.48,686111,91971693820000.0,27116,227639,0.3318
DMART,EQ,1372.5,1365.0,1385.95,1356.4,1371.65,1374.4,1373.85,581933,79948746840000.0,42378,305825,0.5255
DMART,EQ,1374.4,1343.0,1368.0,1300.0,1325.4,1326.1,1337.87,479252,64117487000000.0,26343,170074,0.35490000000000005
DMART,EQ,1326.1,1345.0,1421.0,1341.0,1414.9,1411.7,1386.01,899147,124622845984999.98,50111,331241,0.36840000000000006
DMART,EQ,1411.7,1334.8,1359.0,1306.15,1323.7,1329.75,1331.39,2056672,273823813705000.03,122072,572830,0.2785
DMART,EQ,1329.75,1330.0,1347.95,1325.0,1334.0,1336.95,1335.32,678083,90545698585000.0,38728,245508,0.36210000000000003
DMART,EQ,1336.95,1344.9,1354.0,1300.0,1304.0,1308.65,1330.59,549534,73120644315000.0,26721,201754,0.36710000000000004
DMART,EQ,1308.65,1300.0,1300.3,1226.0,1231.0,1234.25,1253.74,843104,105703726560000.0,59724,400381,0.47490000000000004
DMART,EQ,1234.25,1240.0,1250.0,1181.7,1189.95,1191.8,1211.49,519494,62936165579999.99,26267,149896,0.28850000000000003
DMART,EQ,1191.8,1180.0,1183.95,1125.75,1136.0,1133.7,1145.76,1028808,117876904455000.0,45392,471010,0.45780000000000004
DMART,EQ,1133.7,1150.0,1179.0,1142.55,1174.9,1168.25,1166.17,803320,93680386680000.0,52580,393503,0.48979999999999996
DMART,EQ,1168.25,1155.0,1209.0,1143.1,1195.05,1187.1,1187.96,698215,82944937860000.0,34075,202053,0.28940000000000005
DMART,EQ,1187.1,1190.0,1264.0,1165.0,1228.0,1226.6,1228.22,1177435,144614372040000.0,48349,282992,0.2403
DMART,EQ,1226.6,1234.25,1299.0,1234.25,1293.0,1291.25,1278.25,894762,114372786890000.02,35516,212859,0.2379
DMART,EQ,1291.25,1295.7,1325.0,1266.05,1270.0,1273.6,1298.75,729259,94712466640000.0,30952,133850,0.18350000000000002
DMART,EQ,1273.6,1279.0,1353.9,1263.05,1342.8,1337.95,1311.57,941962,123544629430000.0,35521,309804,0.3289
DMART,EQ,1337.95,1348.7,1389.0,1346.2,1370.0,1366.1,1368.56,706506,96689935645000.0,34095,165212,0.2338
DMART,EQ,1366.1,1379.9,1482.8,1368.0,1478.5,1462.5,1434.1,1761020,252547875519999.97,51977,606956,0.3447
DMART,EQ,1462.5,1477.95,1489.7,1425.25,1434.15,1436.05,1459.85,656129,95784973455000.0,35640,157093,0.23940000000000003
DMART,EQ,1436.05,1438.0,1464.35,1403.4,1417.7,1424.0,1436.7,600576,86284823040000.0,26166,141320,0.2353
DMART,EQ,1424.0,1426.0,1430.0,1417.7,1426.4,1425.15,1425.82,109342,15590178315000.0,5512,40948,0.37450000000000006
DMART,EQ,1425.15,1429.45,1431.8,1385.0,1394.5,1396.75,1403.82,375206,52672177850000.0,20187,117749,0.3138
DMART,EQ,1396.75,1407.0,1425.0,1385.5,1389.9,1391.75,1407.83,379336,53404100950000.0,18576,126593,0.3337
DMART,EQ,1391.75,1389.9,1389.9,1366.1,1372.0,1374.35,1376.56,293907,40457932720000.0,15783,99032,0.337
DMART,EQ,1374.35,1378.0,1388.8,1362.0,1380.1,1380.7,1376.57,382779,52692224940000.0,24971,166568,0.43520000000000003
DMART,EQ,1380.7,1387.0,1397.0,1377.5,1387.0,1388.45,1386.9,255567,35444576020000.0,14225,120223,0.4704
DMART,EQ,1388.45,1396.4,1419.45,1375.1,1389.95,1387.9,1397.42,379929,53092188755000.0,22058,140300,0.3693
DMART,EQ,1387.9,1399.9,1421.9,1378.7,1412.05,1412.55,1403.21,289799,40664991985000.0,13873,103947,0.35869999999999996
DMART,EQ,1412.55,1412.0,1437.4,1397.65,1404.85,1412.5,1419.32,577012,81896239470000.0,22246,121604,0.2107
DMART,EQ,1412.5,1415.0,1428.95,1405.0,1421.0,1421.35,1418.39,233850,33169037150000.0,12212,53223,0.22760000000000002
DMART,EQ,1421.35,1426.7,1433.7,1398.1,1408.1,1410.9,1414.43,193674,27393791775000.0,11625,59495,0.3072
DMART,EQ,1410.9,1417.0,1423.45,1379.0,1397.9,1393.7,1397.06,312965,43722967665000.0,17561,131154,0.4191
DMART,EQ,1393.7,1397.0,1409.75,1391.1,1403.0,1404.95,1402.86,191458,26858864339999.996,12005,62815,0.3281
DMART,EQ,1404.95,1406.0,1450.0,1397.9,1441.0,1443.7,1431.27,515172,73734784910000.0,25338,204108,0.3962
DMART,EQ,1443.7,1451.4,1456.7,1430.95,1437.0,1438.1,1446.73,311543,45071781985000.0,14114,127674,0.4098
DMART,EQ,1438.1,1438.0,1500.0,1438.0,1487.0,1492.5,1475.97,1360732,200840127265000.0,57781,536199,0.39409999999999995
DMART,EQ,1492.5,1504.9,1508.9,1473.0,1476.55,1477.45,1484.07,349961,51936493880000.0,22313,156644,0.4476
DMART,EQ,1477.45,1477.0,1495.0,1475.0,1485.0,1485.7,1487.55,342761,50987561010000.0,19730,181557,0.5297
DMART,EQ,1485.7,1484.0,1508.9,1475.15,1504.95,1502.55,1500.55,580513,87109034335000.0,28465,218662,0.37670000000000003
